ALL      MKAR    954608758.00000   9999999999.99900 20210219 12:00:00
PRIMARY  MKAR    954608758.00000   9999999999.99900 20210219 12:00:00
PS       MKAR    954608758.00000   9999999999.99900 20210219 12:00:00
SEISMIC  MKAR    954608758.00000   9999999999.99900 20210219 12:00:00
