ALL      TSUM    929376358.00000   9999999999.99900 20210219 12:00:00
AS       TSUM    929376358.00000   9999999999.99900 20210219 12:00:00
AUX      TSUM    929376358.00000   9999999999.99900 20210219 12:00:00
SEISMIC  TSUM    929376358.00000   9999999999.99900 20210219 12:00:00
