ALL      FITZ    1028217959.00000  9999999999.99900 20210219 12:00:00
AS       FITZ    1028217959.00000  9999999999.99900 20210219 12:00:00
AUX      FITZ    1028217959.00000  9999999999.99900 20210219 12:00:00
SEISMIC  FITZ    1028217959.00000  9999999999.99900 20210219 12:00:00
