ALL      I55US   1007312758.00000  9999999999.99900 20210219 12:00:00
INFRA    I55US   1007312758.00000  9999999999.99900 20210219 12:00:00
IS       I55US   1007312758.00000  9999999999.99900 20210219 12:00:00
