ALL      I39PW   1123689958.00000  9999999999.99900 20210219 12:00:00
INFRA    I39PW   1123689958.00000  9999999999.99900 20210219 12:00:00
IS       I39PW   1123689958.00000  9999999999.99900 20210219 12:00:00
