ALL      FINES   753642359.00000   9999999999.99900 20210219 12:00:00
PRIMARY  FINES   753642359.00000   9999999999.99900 20210219 12:00:00
PS       FINES   753642359.00000   9999999999.99900 20210219 12:00:00
SEISMIC  FINES   753642359.00000   9999999999.99900 20210219 12:00:00
