ALL      I49GB   1111683958.00000  9999999999.99900 20210219 12:00:00
INFRA    I49GB   1111683958.00000  9999999999.99900 20210219 12:00:00
IS       I49GB   1111683958.00000  9999999999.99900 20210219 12:00:00
