ALL      USRK    1223913958.00000  9999999999.99900 20210219 12:00:00
PRIMARY  USRK    1223913958.00000  9999999999.99900 20210219 12:00:00
PS       USRK    1223913958.00000  9999999999.99900 20210219 12:00:00
SEISMIC  USRK    1223913958.00000  9999999999.99900 20210219 12:00:00
