ALL      I19DJ   1312214758.00000  9999999999.99900 20210219 12:00:00
INFRA    I19DJ   1312214758.00000  9999999999.99900 20210219 12:00:00
IS       I19DJ   1312214758.00000  9999999999.99900 20210219 12:00:00
