ALL      I23FR   1197306358.00000  9999999999.99900 20210219 12:00:00
INFRA    I23FR   1197306358.00000  9999999999.99900 20210219 12:00:00
IS       I23FR   1197306358.00000  9999999999.99900 20210219 12:00:00
